Area Name,Area Type,Year,Month,Seasonally Adjusted(Y/N),Status,Labor Force,Employment,Unemployment,Unemployment Rate,Calc_LF,Calc LF,Calculated Rate
Alpine County,County,2005,Annual,N,Final,530,490,40,8.0,530,530,7.547169811320755
Alpine County,County,2006,Annual,N,Final,490,450,30,6.4,480,480,6.122448979591836
Alpine County,County,2007,Annual,N,Final,500,460,40,7.8,500,500,8.0
Alpine County,County,2008,Annual,N,Final,470,420,50,10.4,470,470,10.638297872340425
Alpine County,County,2009,Annual,N,Final,450,390,70,14.6,460,460,15.555555555555555
Alpine County,County,2010,Annual,N,Final,540,470,70,12.9,540,540,12.962962962962962
Alpine County,County,2011,Annual,N,Final,590,520,70,12.6,590,590,11.864406779661017
Alpine County,County,2012,Annual,N,Final,540,480,60,11.1,540,540,11.11111111111111
Alpine County,County,2013,Annual,N,Final,520,470,50,9.8,520,520,9.615384615384617
Alpine County,County,2014,Annual,N,Final,510,470,40,8.3,510,510,7.8431372549019605
Alpine County,County,2015,Annual,N,Final,550,510,40,7.3,550,550,7.2727272727272725
Alpine County,County,2016,Annual,N,Final,420,380,40,8.6,420,420,9.523809523809524
Alpine County,County,2017,Annual,N,Final,410,380,30,8.5,410,410,7.317073170731707
Alpine County,County,2018,Annual,N,Final,410,380,30,6.4,410,410,7.317073170731707
Alpine County,County,2019,Annual,N,Final,400,370,30,7.2,400,400,7.5
Alpine County,County,2020,Annual,N,Final,380,320,60,15.6,380,380,15.789473684210526
Alpine County,County,2021,Annual,N,Final,380,340,40,11.5,380,380,10.526315789473683
Alpine County,County,2022,Annual,N,Final,360,330,30,8.1,360,360,8.333333333333332
Alpine County,County,2023,Annual,N,Final,420,380,30,8.1,410,410,7.142857142857142
Alpine County,County,2024,Annual,N,Final,460,430,40,7.8,470,470,8.695652173913043
Amador County,County,1990,Annual,N,Final,11470,10870,590,5.2,11460,11460,5.143853530950305
Amador County,County,1991,Annual,N,Final,12000,11150,840,7.0,11990,11990,7.000000000000001
Amador County,County,1992,Annual,N,Final,12710,11540,1180,9.3,12720,12720,9.284028324154209
Amador County,County,1993,Annual,N,Final,12820,11620,1190,9.3,12810,12810,9.282371294851794
Amador County,County,1994,Annual,N,Final,12720,11680,1050,8.2,12730,12730,8.254716981132075
Amador County,County,1995,Annual,N,Final,13070,12020,1050,8.0,13070,13070,8.033664881407804
Amador County,County,1996,Annual,N,Final,13220,12320,900,6.8,13220,13220,6.80786686838124
Amador County,County,1997,Annual,N,Final,13190,12380,810,6.2,13190,13190,6.1410159211523885
Amador County,County,1998,Annual,N,Final,13310,12580,730,5.5,13310,13310,5.484598046581517
Amador County,County,1999,Annual,N,Final,13530,12900,630,4.7,13530,13530,4.656319290465632
Amador County,County,2000,Annual,N,Final,15280,14500,790,5.1,15290,15290,5.170157068062827
Amador County,County,2001,Annual,N,Final,16150,15330,820,5.1,16150,16150,5.077399380804954
Amador County,County,2002,Annual,N,Final,16550,15590,960,5.8,16550,16550,5.80060422960725
Amador County,County,2003,Annual,N,Final,16440,15420,1020,6.2,16440,16440,6.204379562043796
Amador County,County,2004,Annual,N,Final,16970,15990,980,5.8,16970,16970,5.774896876841485
Amador County,County,2005,Annual,N,Final,17300,16340,970,5.6,17310,17310,5.606936416184971
Amador County,County,2006,Annual,N,Final,17370,16450,930,5.3,17380,17380,5.354058721934369
Amador County,County,2007,Annual,N,Final,17880,16850,1030,5.8,17880,17880,5.760626398210291
Amador County,County,2008,Annual,N,Final,17980,16600,1380,7.7,17980,17980,7.675194660734149
Amador County,County,2009,Annual,N,Final,18040,15910,2130,11.8,18040,18040,11.80709534368071
Amador County,County,2010,Annual,N,Final,15520,13320,2200,14.2,15520,15520,14.175257731958762
Amador County,County,2011,Annual,N,Final,15040,12990,2050,13.6,15040,15040,13.63031914893617
Amador County,County,2012,Annual,N,Final,14630,12830,1800,12.3,14630,14630,12.303485987696513
Amador County,County,2013,Annual,N,Final,14410,12910,1500,10.4,14410,14410,10.40943789035392
Amador County,County,2014,Annual,N,Final,14340,13130,1210,8.4,14340,14340,8.437935843793584
Amador County,County,2015,Annual,N,Final,14320,13370,950,6.6,14320,14320,6.634078212290503
Amador County,County,2016,Annual,N,Final,14690,13800,900,6.1,14700,14700,6.126616746085772
Amador County,County,2017,Annual,N,Final,14860,14100,750,5.1,14850,14850,5.0471063257065945
Amador County,County,2018,Annual,N,Final,14830,14210,610,4.1,14820,14820,4.11328388401888
Amador County,County,2019,Annual,N,Final,14940,14350,590,4.0,14940,14940,3.9491298527443104
Amador County,County,2020,Annual,N,Final,14570,13210,1370,9.4,14580,14580,9.402882635552505
Amador County,County,2021,Annual,N,Final,14540,13510,1030,7.1,14540,14540,7.083906464924347
Amador County,County,2022,Annual,N,Final,14480,13820,660,4.6,14480,14480,4.558011049723757
Amador County,County,2023,Annual,N,Final,14750,14000,760,5.1,14760,14760,5.1525423728813555
Amador County,County,2024,Annual,N,Final,14950,14130,820,5.5,14950,14950,5.48494983277592
Butte County,County,1990,Annual,N,Final,78900,72200,6600,8.4,78800,78800,8.365019011406844
Butte County,County,1991,Annual,N,Final,79400,71600,7800,9.9,79400,79400,9.82367758186398
Butte County,County,1992,Annual,N,Final,82000,72200,9800,11.9,82000,82000,11.951219512195122
Butte County,County,1993,Annual,N,Final,82500,72600,9900,12.0,82500,82500,12.0
Butte County,County,1994,Annual,N,Final,82800,74200,8600,10.4,82800,82800,10.38647342995169
Butte County,County,1995,Annual,N,Final,82200,74000,8200,10.0,82200,82200,9.975669099756692
Butte County,County,1996,Annual,N,Final,82600,75100,7600,9.2,82700,82700,9.200968523002421
Butte County,County,1997,Annual,N,Final,83900,76600,7300,8.7,83900,83900,8.700834326579262
Butte County,County,1998,Annual,N,Final,85100,78000,7100,8.4,85100,85100,8.343125734430082
Butte County,County,1999,Annual,N,Final,85600,79700,5900,6.9,85600,85600,6.892523364485981
Butte County,County,2000,Annual,N,Final,93200,87500,5700,6.2,93200,93200,6.115879828326181
Butte County,County,2001,Annual,N,Final,95200,88900,6300,6.6,95200,95200,6.61764705882353
Butte County,County,2002,Annual,N,Final,97300,90100,7300,7.4,97400,97400,7.50256937307297
Butte County,County,2003,Annual,N,Final,98600,91100,7600,7.7,98700,98700,7.707910750507099
Butte County,County,2004,Annual,N,Final,97800,90600,7200,7.4,97800,97800,7.361963190184049
Butte County,County,2005,Annual,N,Final,98900,92200,6700,6.7,98900,98900,6.774519716885743
Butte County,County,2006,Annual,N,Final,100600,94300,6200,6.2,100500,100500,6.163021868787276
Butte County,County,2007,Annual,N,Final,102200,95500,6800,6.6,102300,102300,6.653620352250488
Butte County,County,2008,Annual,N,Final,103900,95100,8800,8.4,103900,103900,8.46968238691049
Butte County,County,2009,Annual,N,Final,105100,91700,13400,12.7,105100,105100,12.749762131303521
Butte County,County,2010,Annual,N,Final,102700,88300,14400,14.0,102700,102700,14.021421616358326
Butte County,County,2011,Annual,N,Final,100300,86500,13700,13.7,100200,100200,13.65902293120638
Butte County,County,2012,Annual,N,Final,100700,88400,12300,12.2,100700,100700,12.21449851042701
Butte County,County,2013,Annual,N,Final,101500,90900,10600,10.4,101500,101500,10.44334975369458
Butte County,County,2014,Annual,N,Final,101200,92300,8900,8.8,101200,101200,8.794466403162057
Butte County,County,2015,Annual,N,Final,101100,93800,7300,7.2,101100,101100,7.220573689416419
Butte County,County,2016,Annual,N,Final,100000,93200,6700,6.7,99900,99900,6.7
Butte County,County,2017,Annual,N,Final,100300,94400,5900,5.9,100300,100300,5.88235294117647
Butte County,County,2018,Annual,N,Final,99900,94800,5100,5.1,99900,99900,5.105105105105105
Butte County,County,2019,Annual,N,Final,96200,91200,5000,5.2,96200,96200,5.197505197505198
Butte County,County,2020,Annual,N,Final,91500,82800,8700,9.5,91500,91500,9.508196721311474
Butte County,County,2021,Annual,N,Final,90100,83900,6200,6.9,90100,90100,6.8812430632630415
Butte County,County,2022,Annual,N,Final,89900,85800,4100,4.6,89900,89900,4.560622914349278
Butte County,County,2023,Annual,N,Final,90800,86000,4700,5.2,90700,90700,5.176211453744493
Butte County,County,2024,Annual,N,Final,91500,86100,5400,5.9,91500,91500,5.901639344262295
Calaveras County,County,1990,Annual,N,Final,13460,12540,920,6.8,13460,13460,6.8350668647845465
Calaveras County,County,1991,Annual,N,Final,13990,12670,1310,9.4,13980,13980,9.363831308077197
Calaveras County,County,1992,Annual,N,Final,15030,13220,1820,12.1,15040,15040,12.10911510312708
Calaveras County,County,1993,Annual,N,Final,14940,13120,1810,12.1,14930,14930,12.115127175368139
Calaveras County,County,1994,Annual,N,Final,14630,12970,1650,11.3,14620,14620,11.278195488721805
Calaveras County,County,1995,Annual,N,Final,14090,12530,1560,11.1,14090,14090,11.071682044002838
Calaveras County,County,1996,Annual,N,Final,14070,12740,1320,9.4,14060,14060,9.381663113006397
Calaveras County,County,1997,Annual,N,Final,14040,12750,1280,9.1,14030,14030,9.116809116809117
Calaveras County,County,1998,Annual,N,Final,14130,12880,1250,8.8,14130,14130,8.846426043878273
Calaveras County,County,1999,Annual,N,Final,14470,13450,1020,7.0,14470,14470,7.049067035245335
Calaveras County,County,2000,Annual,N,Final,18160,17160,1000,5.5,18160,18160,5.506607929515418
Calaveras County,County,2001,Annual,N,Final,19050,18000,1050,5.5,19050,19050,5.511811023622047
Calaveras County,County,2002,Annual,N,Final,19730,18440,1290,6.5,19730,19730,6.538266599087683
Calaveras County,County,2003,Annual,N,Final,19920,18440,1480,7.4,19920,19920,7.429718875502007
Calaveras County,County,2004,Annual,N,Final,20030,18670,1360,6.8,20030,20030,6.789815277084374
Calaveras County,County,2005,Annual,N,Final,20650,19370,1290,6.2,20660,20660,6.246973365617434
Calaveras County,County,2006,Annual,N,Final,20760,19550,1210,5.8,20760,20760,5.828516377649326
Calaveras County,County,2007,Annual,N,Final,20930,19590,1330,6.4,20920,20920,6.354515050167224
Calaveras County,County,2008,Annual,N,Final,20830,19030,1810,8.7,20840,20840,8.689390302448393
Calaveras County,County,2009,Annual,N,Final,20600,17710,2900,14.1,20610,20610,14.077669902912621
Calaveras County,County,2010,Annual,N,Final,21040,17970,3070,14.6,21040,21040,14.591254752851713
Calaveras County,County,2011,Annual,N,Final,20590,17700,2890,14.0,20590,20590,14.035939776590578
Calaveras County,County,2012,Annual,N,Final,20150,17650,2500,12.4,20150,20150,12.40694789081886
Calaveras County,County,2013,Annual,N,Final,20200,18180,2030,10.0,20210,20210,10.04950495049505
Calaveras County,County,2014,Annual,N,Final,20230,18590,1640,8.1,20230,20230,8.106772120612952
Calaveras County,County,2015,Annual,N,Final,20560,19240,1320,6.4,20560,20560,6.420233463035019
Calaveras County,County,2016,Annual,N,Final,16290,15110,1180,7.3,16290,16290,7.243707796193983
Calaveras County,County,2017,Annual,N,Final,16420,15430,1000,6.1,16430,16430,6.090133982947625
Calaveras County,County,2018,Annual,N,Final,16510,15660,850,5.2,16510,16510,5.14839491217444
Calaveras County,County,2019,Annual,N,Final,16630,15820,820,4.9,16640,16640,4.930847865303669
Calaveras County,County,2020,Annual,N,Final,16900,15250,1650,9.8,16900,16900,9.763313609467456
Calaveras County,County,2021,Annual,N,Final,17040,15800,1240,7.3,17040,17040,7.276995305164319
Calaveras County,County,2022,Annual,N,Final,17470,16650,820,4.7,17470,17470,4.693760732684602
Calaveras County,County,2023,Annual,N,Final,17750,16830,920,5.2,17750,17750,5.183098591549296
Calaveras County,County,2024,Annual,N,Final,17580,16520,1060,6.0,17580,17580,6.0295790671217295
Colusa County,County,1990,Annual,N,Final,8010,6870,1150,14.3,8020,8020,14.357053682896378
Colusa County,County,1991,Annual,N,Final,8110,6640,1470,18.1,8110,8110,18.12577065351418
Colusa County,County,1992,Annual,N,Final,8230,6450,1790,21.7,8240,8240,21.74969623329283
Colusa County,County,1993,Annual,N,Final,8470,6630,1840,21.7,8470,8470,21.723730814639904
Colusa County,County,1994,Annual,N,Final,8200,6630,1570,19.2,8200,8200,19.146341463414636
Colusa County,County,1995,Annual,N,Final,8550,6860,1690,19.8,8550,8550,19.76608187134503
Colusa County,County,1996,Annual,N,Final,8610,6880,1720,20.0,8600,8600,19.97677119628339
Colusa County,County,1997,Annual,N,Final,9100,7370,1720,19.0,9090,9090,18.9010989010989
Colusa County,County,1998,Annual,N,Final,8830,7060,1780,20.1,8840,8840,20.15855039637599
Colusa County,County,1999,Annual,N,Final,8720,7330,1400,16.0,8730,8730,16.055045871559635
Colusa County,County,2000,Annual,N,Final,9270,8200,1060,11.5,9260,9260,11.434735706580366
Colusa County,County,2001,Annual,N,Final,9140,7960,1170,12.9,9130,9130,12.800875273522976
Colusa County,County,2002,Annual,N,Final,9430,8110,1310,13.9,9420,9420,13.891834570519618
Colusa County,County,2003,Annual,N,Final,9480,8100,1370,14.5,9470,9470,14.451476793248947
Colusa County,County,2004,Annual,N,Final,9550,8250,1300,13.6,9550,9550,13.612565445026178
Colusa County,County,2005,Annual,N,Final,9940,8680,1260,12.7,9940,9940,12.676056338028168
Colusa County,County,2006,Annual,N,Final,9990,8770,1220,12.2,9990,9990,12.212212212212211
Colusa County,County,2007,Annual,N,Final,10310,9110,1200,11.7,10310,10310,11.639185257032008
Colusa County,County,2008,Annual,N,Final,10600,9140,1460,13.8,10600,10600,13.773584905660377
Colusa County,County,2009,Annual,N,Final,11690,9570,2120,18.2,11690,11690,18.135158254918736
Colusa County,County,2010,Annual,N,Final,11550,9120,2430,21.0,11550,11550,21.038961038961038
Colusa County,County,2011,Annual,N,Final,11330,8920,2410,21.3,11330,11330,21.270962047661076
Colusa County,County,2012,Annual,N,Final,11250,8910,2340,20.8,11250,11250,20.8
Colusa County,County,2013,Annual,N,Final,11270,9120,2150,19.1,11270,11270,19.077196095829635
Colusa County,County,2014,Annual,N,Final,11090,9140,1950,17.6,11090,11090,17.583408476104598
Colusa County,County,2015,Annual,N,Final,11050,9350,1700,15.4,11050,11050,15.384615384615385
Colusa County,County,2016,Annual,N,Final,11270,9560,1710,15.2,11270,11270,15.173025732031945
Colusa County,County,2017,Annual,N,Final,11210,9660,1550,13.8,11210,11210,13.826940231935772
Colusa County,County,2018,Annual,N,Final,11240,9800,1430,12.8,11230,11230,12.722419928825623
Colusa County,County,2019,Annual,N,Final,11390,9970,1420,12.5,11390,11390,12.467076382791923
Colusa County,County,2020,Annual,N,Final,11000,9250,1740,15.9,10990,10990,15.818181818181817
Colusa County,County,2021,Annual,N,Final,11020,9680,1340,12.2,11020,11020,12.159709618874773
Colusa County,County,2022,Annual,N,Final,10630,9430,1210,11.3,10640,10640,11.382878645343368
Colusa County,County,2023,Annual,N,Final,11080,9710,1370,12.4,11080,11080,12.364620938628159
Colusa County,County,2024,Annual,N,Final,11290,9820,1470,13.0,11290,11290,13.020372010628876
Contra Costa County,County,1990,Annual,N,Final,435700,418200,17500,4.0,435700,435700,4.01652513197154
Contra Costa County,County,1991,Annual,N,Final,435000,411000,24000,5.5,435000,435000,5.517241379310345
Contra Costa County,County,1992,Annual,N,Final,442000,412800,29200,6.6,442000,442000,6.60633484162896
Contra Costa County,County,1993,Annual,N,Final,442000,412600,29300,6.6,441900,441900,6.6289592760181
Contra Costa County,County,1994,Annual,N,Final,451200,423000,28200,6.3,451200,451200,6.25
Contra Costa County,County,1995,Annual,N,Final,452100,426200,25900,5.7,452100,452100,5.728821057288211
Contra Costa County,County,1996,Annual,N,Final,457400,434400,23000,5.0,457400,457400,5.028421512898994
Contra Costa County,County,1997,Annual,N,Final,469000,449300,19800,4.2,469100,469100,4.221748400852878
Contra Costa County,County,1998,Annual,N,Final,476900,459600,17300,3.6,476900,476900,3.627594883623401
Contra Costa County,County,1999,Annual,N,Final,486400,471500,14900,3.1,486400,486400,3.0633223684210527
Contra Costa County,County,2000,Annual,N,Final,501400,483800,17600,3.5,501400,501400,3.5101715197447145
Contra Costa County,County,2001,Annual,N,Final,508800,488100,20700,4.1,508800,508800,4.068396226415095
Contra Costa County,County,2002,Annual,N,Final,512100,482600,29400,5.7,512000,512000,5.741066198008202
Contra Costa County,County,2003,Annual,N,Final,510100,478700,31400,6.2,510100,510100,6.15565575377377
Contra Costa County,County,2004,Annual,N,Final,509700,482000,27600,5.4,509600,509600,5.414949970570924
Contra Costa County,County,2005,Annual,N,Final,513000,488200,24800,4.8,513000,513000,4.834307992202729
Contra Costa County,County,2006,Annual,N,Final,514500,492600,22000,4.3,514600,514600,4.275996112730807
Contra Costa County,County,2007,Annual,N,Final,519400,495300,24200,4.7,519500,519500,4.659222179437813
Contra Costa County,County,2008,Annual,N,Final,529100,496200,32900,6.2,529100,529100,6.218106218106218
Contra Costa County,County,2009,Annual,N,Final,531200,476400,54800,10.3,531200,531200,10.316265060240964
Contra Costa County,County,2010,Annual,N,Final,526000,467800,58200,11.1,526000,526000,11.064638783269961
Contra Costa County,County,2011,Annual,N,Final,527400,473100,54300,10.3,527400,527400,10.295790671217292
Contra Costa County,County,2012,Annual,N,Final,534300,486300,48000,9.0,534300,534300,8.983717012914093
Contra Costa County,County,2013,Annual,N,Final,536500,495900,40700,7.6,536600,536600,7.586206896551724
Contra Costa County,County,2014,Annual,N,Final,539000,505300,33700,6.3,539000,539000,6.252319109461967
Contra Costa County,County,2015,Annual,N,Final,544900,517300,27500,5.0,544800,544800,5.046797577537163
Contra Costa County,County,2016,Annual,N,Final,573800,548800,25000,4.4,573800,573800,4.35691878703381
Contra Costa County,County,2017,Annual,N,Final,579400,557700,21700,3.7,579400,579400,3.7452537107352435
Contra Costa County,County,2018,Annual,N,Final,581700,563600,18100,3.1,581700,581700,3.1115695375623176
Contra Costa County,County,2019,Annual,N,Final,582200,564600,17600,3.0,582200,582200,3.023016145654414
Contra Costa County,County,2020,Annual,N,Final,565100,516000,49100,8.7,565100,565100,8.688727658821447
Contra Costa County,County,2021,Annual,N,Final,567500,532600,34900,6.1,567500,567500,6.149779735682819
Contra Costa County,County,2022,Annual,N,Final,575400,555700,19700,3.4,575400,575400,3.423705248522767
Contra Costa County,County,2023,Annual,N,Final,582200,559600,22600,3.9,582200,582200,3.881827550669873
Contra Costa County,County,2024,Annual,N,Final,582300,556000,26300,4.5,582300,582300,4.516572213635583
Del Norte County,County,1990,Annual,N,Final,9620,8460,1160,12.0,9620,9620,12.058212058212058
Del Norte County,County,1991,Annual,N,Final,9790,8580,1210,12.3,9790,9790,12.359550561797752
Del Norte County,County,1992,Annual,N,Final,9850,8320,1530,15.5,9850,9850,15.532994923857867
Del Norte County,County,1993,Annual,N,Final,9750,8360,1390,14.2,9750,9750,14.256410256410257
Del Norte County,County,1994,Annual,N,Final,10030,8800,1220,12.2,10020,10020,12.163509471585245
Del Norte County,County,1995,Annual,N,Final,10070,8830,1240,12.3,10070,10070,12.313803376365442
Del Norte County,County,1996,Annual,N,Final,10160,9090,1060,10.5,10150,10150,10.433070866141732
Del Norte County,County,1997,Annual,N,Final,10160,9120,1040,10.2,10160,10160,10.236220472440944
Del Norte County,County,1998,Annual,N,Final,9960,8930,1030,10.3,9960,9960,10.341365461847388
Del Norte County,County,1999,Annual,N,Final,9870,9080,800,8.1,9880,9880,8.105369807497468
Del Norte County,County,2000,Annual,N,Final,10240,9490,750,7.4,10240,10240,7.32421875
Del Norte County,County,2001,Annual,N,Final,10230,9400,820,8.0,10220,10220,8.01564027370479
Del Norte County,County,2002,Annual,N,Final,10240,9340,900,8.8,10240,10240,8.7890625
Del Norte County,County,2003,Annual,N,Final,10350,9460,890,8.6,10350,10350,8.599033816425122
Del Norte County,County,2004,Annual,N,Final,10670,9810,860,8.0,10670,10670,8.059981255857544
Del Norte County,County,2005,Annual,N,Final,10800,10000,800,7.4,10800,10800,7.4074074074074066
Del Norte County,County,2006,Annual,N,Final,10880,10130,740,6.8,10870,10870,6.8014705882352935
Del Norte County,County,2007,Annual,N,Final,11140,10300,830,7.5,11130,11130,7.450628366247755
Del Norte County,County,2008,Annual,N,Final,11480,10470,1010,8.8,11480,11480,8.797909407665506
Del Norte County,County,2009,Annual,N,Final,11830,10390,1440,12.2,11830,11830,12.172442941673712
Del Norte County,County,2010,Annual,N,Final,10950,9490,1460,13.3,10950,10950,13.333333333333334
Del Norte County,County,2011,Annual,N,Final,10850,9410,1440,13.3,10850,10850,13.27188940092166
Del Norte County,County,2012,Annual,N,Final,10470,9050,1420,13.6,10470,10470,13.56255969436485
Del Norte County,County,2013,Annual,N,Final,10310,9070,1230,11.9,10300,10300,11.930164888457808
Del Norte County,County,2014,Annual,N,Final,9930,8910,1010,10.2,9920,9920,10.171198388721049
Del Norte County,County,2015,Annual,N,Final,9860,9010,840,8.6,9850,9850,8.519269776876268
Del Norte County,County,2016,Annual,N,Final,9300,8550,750,8.0,9300,9300,8.064516129032258
Del Norte County,County,2017,Annual,N,Final,9230,8590,640,6.9,9230,9230,6.933911159263271
Del Norte County,County,2018,Annual,N,Final,9230,8670,560,6.1,9230,9230,6.067172264355363
Del Norte County,County,2019,Annual,N,Final,9140,8580,570,6.2,9150,9150,6.236323851203501
Del Norte County,County,2020,Annual,N,Final,8950,8030,920,10.2,8950,8950,10.279329608938548
Del Norte County,County,2021,Annual,N,Final,8870,8140,720,8.2,8860,8860,8.117249154453212
Del Norte County,County,2022,Annual,N,Final,8780,8300,490,5.6,8790,8790,5.5808656036446465
Del Norte County,County,2023,Annual,N,Final,8950,8410,540,6.0,8950,8950,6.033519553072626
Del Norte County,County,2024,Annual,N,Final,8990,8430,560,6.2,8990,8990,6.229143492769744
El Dorado County,County,1990,Annual,N,Final,63900,61000,2900,4.5,63900,63900,4.538341158059469
El Dorado County,County,1991,Annual,N,Final,65600,61200,4400,6.7,65600,65600,6.707317073170732
El Dorado County,County,1992,Annual,N,Final,67200,61500,5800,8.6,67300,67300,8.630952380952381
El Dorado County,County,1993,Annual,N,Final,67400,61500,5900,8.7,67400,67400,8.753709198813056
El Dorado County,County,1994,Annual,N,Final,70400,65300,5100,7.3,70400,70400,7.2443181818181825
El Dorado County,County,1995,Annual,N,Final,72100,67100,5000,6.9,72100,72100,6.934812760055478
El Dorado County,County,1996,Annual,N,Final,73900,69200,4700,6.4,73900,73900,6.359945872801083
El Dorado County,County,1997,Annual,N,Final,75700,71500,4200,5.5,75700,75700,5.5482166446499335
El Dorado County,County,1998,Annual,N,Final,76900,73100,3800,5.0,76900,76900,4.9414824447334205
El Dorado County,County,1999,Annual,N,Final,79300,76100,3100,3.9,79200,79200,3.909205548549811
El Dorado County,County,2000,Annual,N,Final,82200,78900,3400,4.1,82300,82300,4.13625304136253
El Dorado County,County,2001,Annual,N,Final,84100,80500,3600,4.3,84100,84100,4.280618311533888
El Dorado County,County,2002,Annual,N,Final,86400,81800,4500,5.3,86300,86300,5.208333333333334
El Dorado County,County,2003,Annual,N,Final,87700,82800,4900,5.6,87700,87700,5.587229190421892
El Dorado County,County,2004,Annual,N,Final,89200,84500,4700,5.3,89200,89200,5.2690582959641254
El Dorado County,County,2005,Annual,N,Final,91600,87200,4400,4.8,91600,91600,4.8034934497816595
El Dorado County,County,2006,Annual,N,Final,92300,88000,4200,4.6,92200,92200,4.550379198266522
